['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.45', '31.93', '1005.01', '124.75', '33206']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.46', '31.92', '1005.02', '124.65', '33209']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.46', '31.92', '1005.02', '124.65', '33209']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.46', '31.92', '1005.02', '124.65', '33209']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.46', '31.92', '1005.02', '124.65', '33209']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.46', '31.92', '1005.02', '124.65', '33209']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.46', '31.92', '1005.02', '124.65', '33209']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.46', '31.92', '1005.02', '124.65', '33209']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.46', '31.92', '1005.02', '124.65', '33209']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.46', '31.92', '1005.02', '124.65', '33209']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.46', '31.92', '1005.02', '124.65', '33209']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.46', '31.92', '1005.02', '124.65', '33209']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.46', '31.92', '1005.02', '124.65', '33209']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.46', '31.92', '1005.02', '124.65', '33209']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.46', '31.92', '1005.02', '124.65', '33209']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.46', '31.92', '1005.02', '124.65', '33210']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.46', '31.92', '1005.02', '124.65', '33210']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.46', '31.92', '1005.02', '124.65', '33210']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.46', '31.92', '1005.02', '124.65', '33210']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.46', '31.92', '1005.02', '124.65', '33210']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.46', '31.92', '1005.02', '124.65', '33210']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.46', '31.92', '1005.02', '124.65', '33210']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.46', '31.92', '1005.02', '124.65', '33210']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.46', '31.92', '1005.02', '124.65', '33210']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.46', '31.92', '1005.02', '124.65', '33210']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.46', '31.92', '1005.02', '124.65', '33210']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.46', '31.92', '1005.02', '124.65', '33210']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.46', '31.92', '1005.02', '124.65', '33210']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.46', '31.92', '1005.02', '124.65', '33210']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.46', '31.92', '1005.02', '124.65', '33211']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.46', '31.92', '1005.02', '124.65', '33211']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.46', '31.92', '1005.02', '124.65', '33211']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.46', '31.92', '1005.02', '124.65', '33211']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.46', '31.92', '1005.02', '124.65', '33211']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.46', '31.92', '1005.02', '124.65', '33211']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.46', '31.92', '1005.02', '124.65', '33211']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.46', '31.92', '1005.02', '124.65', '33211']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.46', '31.92', '1005.02', '124.65', '33211']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.46', '31.92', '1005.02', '124.65', '33211']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.46', '31.92', '1005.02', '124.65', '33211']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.46', '31.92', '1005.02', '124.65', '33211']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.46', '31.92', '1005.02', '124.65', '33211']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.46', '31.92', '1005.02', '124.65', '33211']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.46', '31.92', '1005.02', '124.65', '33211']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.51', '31.92', '1005.09', '124.04', '33212']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.51', '31.92', '1005.09', '124.04', '33212']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.51', '31.92', '1005.09', '124.04', '33212']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.51', '31.92', '1005.09', '124.04', '33212']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.51', '31.92', '1005.09', '124.04', '33212']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.51', '31.92', '1005.09', '124.04', '33212']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.51', '31.92', '1005.09', '124.04', '33212']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.51', '31.92', '1005.09', '124.04', '33212']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.51', '31.92', '1005.09', '124.04', '33212']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.51', '31.92', '1005.09', '124.04', '33212']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.51', '31.92', '1005.09', '124.04', '33212']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.51', '31.92', '1005.09', '124.04', '33212']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.51', '31.92', '1005.09', '124.04', '33212']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.51', '31.92', '1005.09', '124.04', '33212']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.51', '31.92', '1005.09', '124.04', '33213']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.51', '31.92', '1005.09', '124.04', '33213']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.51', '31.92', '1005.09', '124.04', '33213']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.51', '31.92', '1005.09', '124.04', '33213']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.51', '31.92', '1005.09', '124.04', '33213']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.51', '31.92', '1005.09', '124.04', '33213']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.51', '31.92', '1005.09', '124.04', '33213']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.51', '31.92', '1005.09', '124.04', '33213']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.51', '31.92', '1005.09', '124.04', '33213']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.51', '31.92', '1005.09', '124.04', '33213']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.51', '31.92', '1005.09', '124.04', '33213']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.51', '31.92', '1005.09', '124.04', '33213']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.51', '31.92', '1005.09', '124.04', '33213']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.51', '31.92', '1005.09', '124.04', '33213']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.51', '31.92', '1005.09', '124.04', '33213']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.51', '31.92', '1005.09', '124.04', '33213']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.51', '31.92', '1005.09', '124.04', '33213']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.51', '31.92', '1005.09', '124.04', '33213']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.51', '31.92', '1005.09', '124.04', '33213']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.50', '31.88', '1005.11', '123.89', '33214']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.50', '31.88', '1005.11', '123.89', '33214']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.50', '31.88', '1005.11', '123.89', '33214']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.50', '31.88', '1005.11', '123.89', '33214']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.50', '31.88', '1005.11', '123.89', '33214']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.50', '31.88', '1005.11', '123.89', '33214']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.50', '31.88', '1005.11', '123.89', '33214']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.50', '31.88', '1005.11', '123.89', '33214']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.50', '31.88', '1005.11', '123.89', '33214']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.50', '31.88', '1005.11', '123.89', '33214']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.50', '31.88', '1005.11', '123.89', '33214']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.50', '31.88', '1005.11', '123.89', '33214']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.50', '31.88', '1005.11', '123.89', '33214']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.50', '31.88', '1005.11', '123.89', '33214']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.50', '31.88', '1005.11', '123.89', '33214']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.50', '31.88', '1005.11', '123.89', '33215']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.50', '31.88', '1005.11', '123.89', '33215']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.50', '31.88', '1005.11', '123.89', '33215']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.50', '31.88', '1005.11', '123.89', '33215']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.50', '31.88', '1005.11', '123.89', '33215']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.50', '31.88', '1005.11', '123.89', '33215']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.50', '31.88', '1005.11', '123.89', '33215']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.50', '31.88', '1005.11', '123.89', '33215']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.50', '31.88', '1005.11', '123.89', '33215']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.50', '31.88', '1005.11', '123.89', '33215']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.50', '31.88', '1005.11', '123.89', '33215']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.50', '31.88', '1005.11', '123.89', '33215']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.50', '31.88', '1005.11', '123.89', '33215']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.50', '31.88', '1005.11', '123.89', '33215']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.50', '31.88', '1005.11', '123.89', '33216']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.50', '31.88', '1005.11', '123.89', '33216']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.50', '31.88', '1005.11', '123.89', '33216']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.50', '31.88', '1005.11', '123.89', '33216']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.50', '31.88', '1005.11', '123.89', '33216']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.50', '31.88', '1005.11', '123.89', '33216']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.50', '31.88', '1005.11', '123.89', '33216']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.50', '31.88', '1005.11', '123.89', '33216']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.50', '31.88', '1005.11', '123.89', '33216']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.50', '31.88', '1005.11', '123.89', '33216']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.50', '31.88', '1005.11', '123.89', '33216']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.50', '31.88', '1005.11', '123.89', '33216']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.50', '31.88', '1005.11', '123.89', '33216']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.50', '31.88', '1005.11', '123.89', '33216']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.50', '31.88', '1005.11', '123.89', '33216']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.50', '31.88', '1005.11', '123.89', '33216']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.50', '31.94', '1005.09', '124.07', '33217']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.50', '31.94', '1005.09', '124.07', '33217']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.50', '31.94', '1005.09', '124.07', '33217']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.50', '31.94', '1005.09', '124.07', '33217']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.50', '31.94', '1005.09', '124.07', '33217']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.50', '31.94', '1005.09', '124.07', '33217']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.50', '31.94', '1005.09', '124.07', '33217']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.50', '31.94', '1005.09', '124.07', '33217']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.50', '31.94', '1005.09', '124.07', '33217']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.50', '31.94', '1005.09', '124.07', '33217']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.50', '31.94', '1005.09', '124.07', '33217']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.50', '31.94', '1005.09', '124.07', '33217']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.50', '31.94', '1005.09', '124.07', '33217']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.50', '31.94', '1005.09', '124.07', '33217']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.50', '31.94', '1005.09', '124.07', '33218']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.50', '31.94', '1005.09', '124.07', '33218']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.50', '31.94', '1005.09', '124.07', '33218']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.50', '31.94', '1005.09', '124.07', '33218']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.50', '31.94', '1005.09', '124.07', '33218']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.50', '31.94', '1005.09', '124.07', '33218']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.50', '31.94', '1005.09', '124.07', '33218']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.50', '31.94', '1005.09', '124.07', '33218']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.50', '31.94', '1005.09', '124.07', '33218']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.50', '31.94', '1005.09', '124.07', '33218']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.50', '31.94', '1005.09', '124.07', '33218']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.50', '31.94', '1005.09', '124.07', '33218']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.50', '31.94', '1005.09', '124.07', '33218']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.50', '31.94', '1005.09', '124.07', '33218']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.50', '31.94', '1005.09', '124.07', '33218']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.50', '31.94', '1005.09', '124.07', '33218']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.44', '31.96', '1005.15', '123.54', '33219']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.44', '31.96', '1005.15', '123.54', '33219']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.44', '31.96', '1005.15', '123.54', '33219']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.44', '31.96', '1005.15', '123.54', '33219']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.44', '31.96', '1005.15', '123.54', '33219']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.44', '31.96', '1005.15', '123.54', '33219']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.44', '31.96', '1005.15', '123.54', '33219']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.44', '31.96', '1005.15', '123.54', '33219']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.44', '31.96', '1005.15', '123.54', '33219']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.44', '31.96', '1005.15', '123.54', '33219']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.44', '31.96', '1005.15', '123.54', '33219']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.44', '31.96', '1005.15', '123.54', '33219']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.44', '31.96', '1005.15', '123.54', '33219']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.44', '31.96', '1005.15', '123.54', '33219']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.44', '31.96', '1005.15', '123.54', '33219']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.44', '31.96', '1005.15', '123.54', '33220']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.44', '31.96', '1005.15', '123.54', '33220']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.44', '31.96', '1005.15', '123.54', '33220']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.44', '31.96', '1005.15', '123.54', '33220']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.44', '31.96', '1005.15', '123.54', '33220']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.44', '31.96', '1005.15', '123.54', '33220']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.44', '31.96', '1005.15', '123.54', '33220']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.44', '31.96', '1005.15', '123.54', '33220']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.44', '31.96', '1005.15', '123.54', '33220']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.44', '31.96', '1005.15', '123.54', '33220']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.44', '31.96', '1005.15', '123.54', '33220']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.44', '31.96', '1005.15', '123.54', '33220']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.44', '31.96', '1005.15', '123.54', '33220']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.44', '31.96', '1005.15', '123.54', '33220']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.44', '31.96', '1005.15', '123.54', '33221']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.44', '31.96', '1005.15', '123.54', '33221']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.44', '31.96', '1005.15', '123.54', '33221']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.44', '31.96', '1005.15', '123.54', '33221']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.44', '31.96', '1005.15', '123.54', '33221']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.44', '31.96', '1005.15', '123.54', '33221']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.44', '31.96', '1005.15', '123.54', '33221']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.44', '31.96', '1005.15', '123.54', '33221']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.44', '31.96', '1005.15', '123.54', '33221']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.44', '31.96', '1005.15', '123.54', '33221']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.44', '31.96', '1005.15', '123.54', '33221']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.44', '31.96', '1005.15', '123.54', '33221']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.44', '31.96', '1005.15', '123.54', '33221']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.44', '31.96', '1005.15', '123.54', '33221']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.44', '31.96', '1005.15', '123.54', '33221']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.50', '31.96', '1005.27', '122.58', '33222']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.50', '31.96', '1005.27', '122.58', '33222']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.50', '31.96', '1005.27', '122.58', '33222']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.50', '31.96', '1005.27', '122.58', '33222']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.50', '31.96', '1005.27', '122.58', '33222']
['0.00', '54.678902', '25.263592', '23.05', '72.24', '64.71', '27.50', '31.96', '1005.27', '122.58', '33222']
