['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '27.47', '32.08', '1005.25', '122.73', '39674']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '26.93', '32.08', '1004.42', '129.66', '39682']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '26.93', '32.08', '1004.42', '129.66', '39682']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '26.93', '32.08', '1004.42', '129.66', '39682']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '26.93', '32.08', '1004.42', '129.66', '39682']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '26.93', '32.08', '1004.42', '129.66', '39682']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '26.93', '32.08', '1004.42', '129.66', '39682']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '26.93', '32.08', '1004.42', '129.66', '39682']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '26.93', '32.08', '1004.42', '129.66', '39682']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '26.93', '32.08', '1004.42', '129.66', '39682']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '26.93', '32.08', '1004.42', '129.66', '39682']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '26.93', '32.08', '1004.42', '129.66', '39682']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '26.93', '32.08', '1004.42', '129.66', '39682']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '26.93', '32.08', '1004.42', '129.66', '39682']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '26.93', '32.08', '1004.42', '129.66', '39682']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '26.93', '32.08', '1004.42', '129.66', '39683']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '26.93', '32.08', '1004.42', '129.66', '39683']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '26.93', '32.08', '1004.42', '129.66', '39683']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '26.93', '32.08', '1004.42', '129.66', '39683']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '26.93', '32.08', '1004.42', '129.66', '39683']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '26.93', '32.08', '1004.42', '129.66', '39683']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '27.46', '32.05', '1005.24', '122.76', '39799']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '27.46', '32.05', '1005.24', '122.76', '39800']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '27.46', '32.05', '1005.24', '122.76', '39800']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '27.46', '32.05', '1005.24', '122.76', '39800']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '27.46', '32.05', '1005.24', '122.76', '39800']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '27.46', '32.05', '1005.24', '122.76', '39800']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '27.46', '32.05', '1005.24', '122.76', '39800']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '27.46', '32.05', '1005.24', '122.76', '39800']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '27.46', '32.05', '1005.24', '122.76', '39800']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '27.46', '32.05', '1005.24', '122.76', '39800']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '27.46', '32.05', '1005.24', '122.76', '39800']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '27.46', '32.05', '1005.24', '122.76', '39800']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '27.46', '32.05', '1005.24', '122.76', '39800']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '27.46', '32.05', '1005.24', '122.76', '39800']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '27.46', '32.05', '1005.24', '122.76', '39800']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '27.46', '32.05', '1005.24', '122.76', '39800']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '26.92', '32.05', '1004.42', '129.66', '39801']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '26.92', '32.05', '1004.42', '129.66', '39801']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '26.92', '32.05', '1004.42', '129.66', '39801']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '26.92', '32.05', '1004.42', '129.66', '39801']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '26.92', '32.05', '1004.42', '129.66', '39801']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '26.92', '32.05', '1004.42', '129.66', '39801']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '26.92', '32.05', '1004.42', '129.66', '39801']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '26.92', '32.05', '1004.42', '129.66', '39801']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '26.92', '32.05', '1004.42', '129.66', '39801']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '26.92', '32.05', '1004.42', '129.66', '39801']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '26.92', '32.05', '1004.42', '129.66', '39801']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '26.92', '32.05', '1004.42', '129.66', '39801']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '26.92', '32.05', '1004.42', '129.66', '39801']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '26.92', '32.05', '1004.42', '129.66', '39802']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '26.92', '32.05', '1004.42', '129.66', '39802']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '26.92', '32.05', '1004.42', '129.66', '39802']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '26.92', '32.05', '1004.42', '129.66', '39802']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '26.92', '32.05', '1004.42', '129.66', '39802']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '26.92', '32.05', '1004.42', '129.66', '39802']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '26.92', '32.05', '1004.42', '129.66', '39802']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '26.92', '32.05', '1004.42', '129.66', '39802']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '26.92', '32.05', '1004.42', '129.66', '39802']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '26.92', '32.05', '1004.42', '129.66', '39802']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '26.92', '32.05', '1004.42', '129.66', '39802']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '26.92', '32.05', '1004.42', '129.66', '39802']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '26.92', '32.05', '1004.42', '129.66', '39802']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '26.92', '32.05', '1004.42', '129.66', '39803']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '26.92', '32.05', '1004.42', '129.66', '39803']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '26.92', '32.05', '1004.42', '129.66', '39803']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '26.92', '32.05', '1004.42', '129.66', '39803']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '26.92', '32.05', '1004.42', '129.66', '39803']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '26.92', '32.05', '1004.42', '129.66', '39803']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '26.92', '32.05', '1004.42', '129.66', '39803']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '26.92', '32.05', '1004.42', '129.66', '39803']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '26.92', '32.05', '1004.42', '129.66', '39803']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '26.92', '32.05', '1004.42', '129.66', '39803']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '26.92', '32.05', '1004.42', '129.66', '39803']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '26.92', '32.05', '1004.42', '129.66', '39803']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '27.41', '32.05', '1005.28', '122.43', '39804']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '27.41', '32.05', '1005.28', '122.43', '39804']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '27.41', '32.05', '1005.28', '122.43', '39804']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '27.41', '32.05', '1005.28', '122.43', '39804']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '27.41', '32.05', '1005.28', '122.43', '39804']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '27.41', '32.05', '1005.28', '122.43', '39804']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '27.41', '32.05', '1005.28', '122.43', '39804']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '27.41', '32.05', '1005.28', '122.43', '39804']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '27.41', '32.05', '1005.28', '122.43', '39804']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '27.41', '32.05', '1005.28', '122.43', '39804']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '27.41', '32.05', '1005.28', '122.43', '39804']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '27.41', '32.05', '1005.28', '122.43', '39804']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '27.41', '32.05', '1005.28', '122.43', '39804']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '27.41', '32.05', '1005.28', '122.43', '39805']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '27.41', '32.05', '1005.28', '122.43', '39805']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '27.41', '32.05', '1005.28', '122.43', '39805']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '27.41', '32.05', '1005.28', '122.43', '39805']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '27.41', '32.05', '1005.28', '122.43', '39805']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '27.41', '32.05', '1005.28', '122.43', '39805']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '27.41', '32.05', '1005.28', '122.43', '39805']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '27.41', '32.05', '1005.28', '122.43', '39805']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '27.41', '32.05', '1005.28', '122.43', '39805']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '27.41', '32.05', '1005.28', '122.43', '39805']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '27.41', '32.05', '1005.28', '122.43', '39805']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '27.41', '32.05', '1005.28', '122.43', '39805']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '27.41', '32.05', '1005.28', '122.43', '39805']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '27.41', '32.05', '1005.28', '122.43', '39805']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '27.35', '32.05', '1005.05', '124.42', '39806']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '27.35', '32.05', '1005.05', '124.42', '39806']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '27.35', '32.05', '1005.05', '124.42', '39806']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '27.35', '32.05', '1005.05', '124.42', '39806']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '27.35', '32.05', '1005.05', '124.42', '39806']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '27.35', '32.05', '1005.05', '124.42', '39806']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '27.35', '32.05', '1005.05', '124.42', '39806']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '27.35', '32.05', '1005.05', '124.42', '39806']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '27.35', '32.05', '1005.05', '124.42', '39806']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '27.35', '32.05', '1005.05', '124.42', '39806']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '27.35', '32.05', '1005.05', '124.42', '39806']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '27.35', '32.05', '1005.05', '124.42', '39806']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '27.35', '32.05', '1005.05', '124.42', '39806']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '27.35', '32.05', '1005.05', '124.42', '39807']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '27.35', '32.05', '1005.05', '124.42', '39807']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '27.35', '32.05', '1005.05', '124.42', '39807']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '27.35', '32.05', '1005.05', '124.42', '39807']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '27.35', '32.05', '1005.05', '124.42', '39807']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '27.35', '32.05', '1005.05', '124.42', '39807']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '27.35', '32.05', '1005.05', '124.42', '39807']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '27.35', '32.05', '1005.05', '124.42', '39807']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '27.35', '32.05', '1005.05', '124.42', '39807']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '27.35', '32.05', '1005.05', '124.42', '39807']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '27.35', '32.05', '1005.05', '124.42', '39807']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '27.35', '32.05', '1005.05', '124.42', '39807']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '27.35', '32.05', '1005.05', '124.42', '39807']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '27.35', '32.05', '1005.05', '124.42', '39808']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '27.35', '32.05', '1005.05', '124.42', '39808']
['0.00', '54.678902', '25.263592', '21.75', '72.09', '64.63', '27.35', '32.05', '1005.05', '124.42', '39808']
